path	reviewed_sha256	primary_owner	contract_ids	scenario_ids	review_generation	coverage_class	boundary_reason
pkg/app/runtime.go	eabaeab04142ae700daf3fb0e4d351de84c374d12493899d9db37999da9cf2e2	implementation-transcript-recovery	CLI-021,TX-011,TX-014,TX-027,TX-060,TX-061,TX-062,AUTH-014,HOOK-073,HOOK-074,TR-094,TP-053,TP-053A,TP-061,WIRE-013,MCP-080,PLAT-005	CONF-016,CONF-020,CONF-014,CONF-007,CONF-004,CONF-010,CONF-015,CONF-021,TX-A12,AUTH-A08,HOOK-A09,HOOK-A10,TR-A15,TR-A16,TP-A13,TP-A14,MCP-A09	2026-07-23-build-identity-review	normative	-
pkg/app/runtime_services.go	cd8927ba1c341b0a81672826eb95065cd7ff44b57804c6b2e9b180345cdf35be	implementation-observability	OBS-060,OBS-061,OBS-062,AUTH-014,HOOK-073,MCP-080,PLAT-005	CONF-022,CONF-020,CONF-014,CONF-015,CONF-021,AUTH-A08,HOOK-A09,MCP-A09	2026-07-23-build-identity-review	normative	-
pkg/app/session_directory_sync_other.go	ffbd004766dd9d4c7ea6a5063aaff7cb28ebb3e561b596675fb3fa348f8fa997	implementation-transcript-recovery	TX-014,TX-026	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/app/session_directory_sync_unix.go	9e4f7fdd89625df1a647f6d4c020065fc7d0b515f68c4d3a9328d2446b48f8e2	implementation-transcript-recovery	TX-014,TX-026	CONF-016	2026-07-23-go-runtime-review	normative	-
pkg/app/structured.go	cd1e623a047094fcec98e3fc3dbe0b3bf2501ed887b5666cc2af3b751f829aeb	implementation-headless-sdk	CLI-008,CLI-021,RUN-001,RUN-002,RUN-017,WIRE-012,WIRE-013,WIRE-EOF-001,AUTH-014,MCP-080,PLAT-005	CONF-010,CONF-020,CONF-015,CONF-021,AUTH-A08,MCP-A09	2026-07-23-build-identity-review	normative	-
pkg/app/terminal_text.go	b7e5e7b13c57886e104349f3f68a111ce30419a29cd048ad8539efce96518beb	implementation-interactive-repl	REPL-RICH-001,REPL-INT-ERR-001,REPL-SES-016,CLI-022,AUTH-014,MCP-080	CONF-009,CONF-010,CONF-020,CONF-015,REPL-SES-A09,AUTH-A08,MCP-A09	2026-07-23-e2e-final-review	normative	-
pkg/childenv/environment.go	d7a54bf5b43f89271804434e9a734cb5a590c81e28c6579eb56413eeda79b390	implementation-auth-network	AUTH-074	CONF-020,AUTH-A07	2026-07-23-e2e-final-review	normative	-
pkg/cli/options.go	eac8f92a20db15f14cd3fe90ceeab8e6a32ded67dbef2aa18a7abc7e22e5a2d2	implementation-headless-sdk	CLI-021,CLIG-001,CLIG-080,CLIG-082	CONF-010	2026-07-23-e2e-final-review	normative	-
pkg/command/catalog.go	1b4f3bac5d3a4a71b3a95c0d798addff9ba13354e661d6c5ec10925ef53922da	implementation-commands-input	CD-001,CD-005,CD-006,CD-007	CONF-012	2026-07-23-go-runtime-review	normative	-
pkg/command/command.go	826f85ccaf0717a1abb057073455aad103b455905acd09051860c03620055aa5	implementation-commands-input	CD-001,CD-002,CD-003,CD-007,CD-010,CC-039,CF-001	CONF-012,CA-021	2026-07-23-e2e-final-review	normative	-
pkg/command/format.go	7335e3fac75e37d8648f943fdbf84e569c10c97a7b739234a908186ea7166e1d	implementation-commands-input	CD-011,AUTH-014	CONF-012,CONF-020,CD-A06,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/compact/compact.go	025062b842700f9cef0c8a2829080f1b90e66aeecc8166522fdecef00166962b	implementation-memory-compaction	MC-002,MC-010,MC-015,MC-020	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/config/config.go	4be574dc3a448e216ea11926e7bae98c6dcdb057f946b3d2e5f8472b5b6f8f63	implementation-startup-settings	SET-014,SET-020,SET-050,SET-062,AUTH-014	CONF-001,CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/config/envfile.go	0d90fa676a506360863c97f2b0d5a367808f3f27dae391bdc5a14034ff4a187c	implementation-auth-network	AUTH-021,AUTH-022,AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-final-review	normative	-
pkg/config/envfile_links_other.go	830f5dadcafcf9dee3f28f57c87ba1baa0f7b6652a1859208557080f7ba03fd7	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-security-final	normative	-
pkg/config/envfile_links_unix.go	7ddf65db8afd375f652a7147bf5662da3edbc0dc8d808c32562c91192496da61	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-security-final	normative	-
pkg/config/envfile_links_windows.go	3c615d097beac98a80811a16d2343602d7323ff95aacf51758a58e5474e44ca2	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-security-final	normative	-
pkg/config/envfile_open_other.go	b5970ad8c7dd787bf6745dc3a572c95a5cf16afc435c3de5c9f2a482c7b26927	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-security-final	normative	-
pkg/config/envfile_open_unix.go	bd5b7c6e987d2be3547c458dab5eb8321f3aaa166e17193c68339b83392c77d9	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-security-final	normative	-
pkg/config/envfile_permissions_other.go	91547218594493558a96f776c2e35f2415e235a6d95c4db26f59b15140934f7d	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-final-review	normative	-
pkg/config/envfile_permissions_unix.go	8c79d1d75340cbef3ceca35e4f7e36d7f03d8e0f0d1e85955534f5917b8b222f	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-final-review	normative	-
pkg/config/envfile_permissions_windows.go	d0b11743052e295c183584df8cb9cda89082102c78f2a85c30095350a14b7a4d	implementation-auth-network	AUTH-044	CONF-020,AUTH-A09	2026-07-23-e2e-final-review	normative	-
pkg/distributed/control.go	6f0cc06ade2a1ea819f036ee8277de2793a31b7ae913b724cfbaf82e0c507ba7	implementation-remote-bridge	RB-CTL-001,RB-CTL-002	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/dedupe.go	f3d185a56933577a3c36a4d5705d06f4a72e7c2894e702368cabb87d1c687eb8	implementation-remote-bridge	RB-DED-001	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/delivery.go	1371ebc28083b68c859a3b99fd5a875d0798bdcd20bfc67c77ea3292cd11ddeb	implementation-remote-bridge	RB-DEL-001,RB-DEL-002	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/gate.go	3077a2648279457dfb8b75c30239dda6a527295b9ceaa2ef783c28d3dabbb1bd	implementation-remote-bridge	RB-ORD-001,RB-CAN-001	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/identity.go	f15db2d18cc7dd8192012547f30b53923a5bf10bf35d42f743154b8c46dd00b4	implementation-remote-bridge	RB-ID-001,RB-ID-002	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/lifecycle.go	5d8f58e50f7fda5410983d4a9c3d5112f864f7dd1222fd1d694bac1fee8b4121	implementation-remote-bridge	RB-TRN-001,RB-END-001	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/reconnect.go	07a02d7e2c089aaa7f3c0e298e783588fc4448ba941394f212771ed5f080ff57	implementation-remote-bridge	RB-REC-001,RB-REC-002,RB-SEQ-001	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/distributed/transport.go	03e1788976ec33010be2d6f238c073628a62925bf230b2eda095adba62165447	implementation-remote-bridge	RB-TRN-001,RB-PLC-001	CONF-018	2026-07-23-go-runtime-review	normative	-
pkg/engine/callback_boundary.go	029e740f7c4452ada1fd5280d75f2746cabf4259e75d774bf5e4d910f259f6ca	implementation-query-model	QM-004,QM-027,QM-040,QM-070,QM-073C,QM-077,QM-098,QM-120,QM-124,QM-150,QM-151,QM-154,QM-155,TP-005,TX-016,TX-026	CONF-003,CONF-004,CONF-016,QM-A01,QM-A06,QM-A12,QM-A13,QM-A19,QM-A34,QM-A37,TP-A17	2026-07-23-e2e-final-review	normative	-
pkg/engine/engine.go	3e936c9743c18a4fe08575bcb208eb0f3d5f6b69e66197e97fe5842977bd2570	implementation-query-model	QM-004,QM-020,QM-028,QM-030,QM-070,QM-073A,QM-073B,QM-073C,QM-094,QM-098,QM-120,QM-123,TP-050,TP-061,TP-075,AUTH-014,MCP-080,RUN-020,RUN-021	CONF-003,CONF-004,CONF-010,CONF-020,CONF-015,QM-A06,QM-A07,QM-A34,QM-A35,QM-A36,QM-A37,QM-A38,QM-A39,TP-A13,TP-A16,AUTH-A08,MCP-A09	2026-07-23-e2e-final-review	normative	-
pkg/engine/provider_metadata.go	4e8083c21ba5d03fc1775d247b9223d0ec6410a9151c4fdceb19ef336f58e4f3	implementation-query-model	QM-040,QM-070,QM-073C,QM-077,AUTH-014	CONF-003,CONF-020,QM-A37,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/extensions/hooks.go	ef4bca27b55065f59df0b2c900bcda36287ee899c0369fe32edf932bcb5686bf	implementation-plugins-hooks	HOOK-010,HOOK-012,HOOK-020,HOOK-023,HOOK-071,HOOK-073,HOOK-074	CONF-014,HOOK-A09,HOOK-A10	2026-07-23-e2e-final-review	normative	-
pkg/extensions/hooks_exec.go	a7fe3c09c51888a8fe312f7205edf19d801f7de6a007eedc59e44618cb9ed2c0	implementation-plugins-hooks	HOOK-031,HOOK-033,HOOK-040,HOOK-073,HOOK-074,HOOK-080	CONF-014,HOOK-A09,HOOK-A10	2026-07-23-e2e-final-review	normative	-
pkg/extensions/hooks_process_unix.go	510de4a8bdc1bbf332906565e248604cd6b18083b4044b2f9e12cecb6cdb64ed	implementation-plugins-hooks	HOOK-033,HOOK-080	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/hooks_process_windows.go	a82fe681214be6d2b53dc7c7484284360c3d5a252fe23a79939b0cdcd99aa60c	implementation-plugins-hooks	HOOK-033,HOOK-080	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/output_styles.go	af3d9d39e83352c94cee150ff76a4a4142697668e66a5ad6a0ab36afddb8d187	implementation-skills-output	STYLE-010,STYLE-020,STYLE-050	CONF-013	2026-07-23-go-runtime-review	normative	-
pkg/extensions/paths.go	899cf9ffae259d40b2cdbbefaae917fa9df667efe789d841bbd0437db56b1cc8	implementation-plugins-hooks	PLUG-010,PLUG-061	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/plugins.go	c8241752e335ee8a961c51d1dd080d5cad5b9aa1620ca57e86909d1ff9bb933c	implementation-plugins-hooks	PLUG-001,PLUG-010,PLUG-020,PLUG-064	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/safe_file.go	fe1ef8d57a374d740885a564c2217e8f3f2e1a12bc3d6767d63a5c936d71feef	implementation-plugins-hooks	PLUG-010,PLUG-061	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/safe_file_other.go	ec31b0097a571bbcda1ba5bc0086855a1b937839bc867ffd3958ac3866f6c8bc	implementation-plugins-hooks	PLUG-010,PLUG-061	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/safe_file_unix.go	8a7a909a4055a223488cf7be3606f5ae6c73796c015b350202e496fdd325b127	implementation-plugins-hooks	PLUG-010,PLUG-061	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/safe_file_windows.go	e74edaa5aea19cdc3a7c73dea9389d2f94c231d65b7237e6fd88b6a9b1b59edd	implementation-plugins-hooks	PLUG-010,PLUG-061	CONF-014	2026-07-23-go-runtime-review	normative	-
pkg/extensions/skills.go	e952014cf7b5fbc554aa940eddf46a9a52cad9a816e2cd29f51c8807b3db729f	implementation-skills-output	SKILL-010,SKILL-011,SKILL-020,SKILL-022	CONF-013	2026-07-23-go-runtime-review	normative	-
pkg/features/features.go	7f59f2f50b01c3d83ae4fa7c6849d99911c4cc1fbc7c1f7eb2335aeba581e12e	implementation-startup-settings	SET-011,SET-044,SET-052	CONF-001	2026-07-23-go-runtime-review	normative	-
pkg/identity/identity.go	922791cb65e1a748be932239dba0fe03c729b04a351e704afdec42f691929243	implementation-state-context	SC-010,SC-011,SC-031	CONF-002	2026-07-23-go-runtime-review	normative	-
pkg/mcp/config.go	537b2b405efae1e0939c474b33ca93f88203f564ceb7b9fa40a2d5f345d432f1	implementation-mcp-lsp	MCP-001,MCP-010,MCP-011,MCP-013,MCP-064	CONF-015,MCP-A09	2026-07-23-e2e-final-review	normative	-
pkg/mcp/discovery.go	93125201297d3a08903b267fa227476deb912f0f31c36bb92930774686599bc3	implementation-mcp-lsp	MCP-020,MCP-021,MCP-024,MCP-060,MCP-072	CONF-015,MCP-A10	2026-07-23-e2e-final-review	normative	-
pkg/mcp/errors.go	a6d4ffbef400dc62361f3cc18483613f31f25eae0e3d051573c4337340a6c9a0	implementation-mcp-lsp	MCP-080	CONF-015,MCP-A08,MCP-A10,MCP-A12	2026-07-23-e2e-final-review	normative	-
pkg/mcp/manager.go	72fe484f572c3c1b14c474bf92cd32aa18e5cf4c75a5249626d6122a91974239	implementation-mcp-lsp	MCP-050,MCP-051,MCP-054,MCP-070,MCP-072	CONF-015,MCP-A08,MCP-A10	2026-07-23-e2e-final-review	normative	-
pkg/mcp/process_unix.go	79e21fdeffa7d222e8034e70e0cb23d55019d689432450e8826bc00b7a5134c3	implementation-mcp-lsp	MCP-054	CONF-015	2026-07-23-go-runtime-review	normative	-
pkg/mcp/process_windows.go	91847f1da8649005cfbf1b7bf4cffaa3d95a806e68eb9f24448deba49032245c	implementation-mcp-lsp	MCP-054	CONF-015	2026-07-23-go-runtime-review	normative	-
pkg/mcp/schema.go	32bebc2fb029a8d336578b716e3c45bb914bae08f079746fecf46e3ec98f2191	implementation-mcp-lsp	MCP-010,MCP-011,MCP-061	CONF-015	2026-07-23-go-runtime-review	normative	-
pkg/mcp/stdio.go	a746910a38435c52c764a00562a07870d75edfcc5ec19aefdcfe123f6945e9f2	implementation-mcp-lsp	MCP-010,MCP-050,MCP-052,MCP-054,MCP-072,MCP-073,MCP-080	CONF-015,MCP-A09,MCP-A10,MCP-A11	2026-07-23-e2e-final-review	normative	-
pkg/mcp/types.go	5b2f59be0b1d7662c88e219d653a7d43bcb7f2b8b2a2c9e3f489839ce482f1a9	implementation-mcp-lsp	MCP-001,MCP-003,MCP-050,MCP-061,MCP-064,MCP-072	CONF-015,MCP-A07,MCP-A09,MCP-A10	2026-07-23-e2e-final-review	normative	-
pkg/memory/permissions_other.go	d1e9304d43272e35a87be7fa5500347e976a4d2b47c1dd7e98058cead3c38230	implementation-memory-compaction	MC-MEM-002,MC-MEM-003	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/permissions_unix.go	ac4546e8e85333e4f400717887c12de1838c6b0aa6dca9df9143b342030637cf	implementation-memory-compaction	MC-MEM-002,MC-MEM-003	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/permissions_windows.go	fef44f5a15d416732f5535181ae16b36bf5a4c5ee3f8b4e1a4cfe1bd716a9609	implementation-memory-compaction	MC-MEM-002,MC-MEM-003	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/safe_file.go	49ada55c1ed2e3c40f3d9e6aa100183229f985d4b3de88256ea3746aaa02f9a6	implementation-memory-compaction	MC-MEM-002,MC-MEM-006	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/safe_file_other.go	0ca4887b30c9dd2d4bdaf3d625eb28d3f9ea2cc51ece53dba342ae6facb1cbde	implementation-memory-compaction	MC-MEM-002,MC-MEM-006	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/safe_file_unix.go	57503bd0a039b1408f94b5dc4ca766d03c44b87b6a44de2b3ec78413aec8ad19	implementation-memory-compaction	MC-MEM-002,MC-MEM-006	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/safe_file_windows.go	04a33e80a1629a41ab8c7421d72696246af834ff1408eeed4997e4cbde323593	implementation-memory-compaction	MC-MEM-002,MC-MEM-006	CONF-017	2026-07-23-go-runtime-review	normative	-
pkg/memory/store.go	5306e2fbe9a11c0ca3e9f17ba6f3aa9b9f52d16898c4137dff1ad9939647bd2d	implementation-memory-compaction	MC-MEM-002,MC-MEM-003,MC-MEM-010,AUTH-014	CONF-017,CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/model/azure.go	21f2ff667ea7ee909f51f1eece1edeedd44d96424261c1f7c176b45f76016fc5	implementation-auth-network	AUTH-014,AUTH-015,NET-001,NET-010,NET-032,RETRY-001,RETRY-002,QM-073C,MCP-080	CONF-020,CONF-003,CONF-015,AUTH-A08,AUTH-A10,NET-A01,QM-A37,MCP-A09	2026-07-23-e2e-final-review	normative	-
pkg/model/error_graph.go	b9101c9166dfc0751dc8ebe7a8aa0b4eacb2072895f17e863060f67ce8d0fd24	implementation-query-model	QM-073C	CONF-003,QM-A37	2026-07-23-e2e-final-review	normative	-
pkg/model/provider_metadata.go	c1b2e442b1e9575dee1f36095787f4c6e3e63d0a9a124800967b957bdb03d60c	implementation-auth-network	NET-002,NET-010,AUTH-014,AUTH-015,QM-073C	CONF-020,CONF-003,AUTH-A08,AUTH-A10,QM-A37	2026-07-23-e2e-final-review	normative	-
pkg/model/redact.go	2a9ecc40fe12fc81eb81ee813c88b6946dcbf2bb032e547b9fe5608e1f8637ce	implementation-auth-network	AUTH-014	CONF-020,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/model/sse.go	cc12d0698340eae059ae238f470088cd110d88c98c3440530f41e4b3fc31073b	implementation-query-model	QM-070,QM-073,QM-077	CONF-003	2026-07-23-e2e-final-review	normative	-
pkg/model/stream.go	20e810e24c85e36c087a78627435cc633baaeeef82a3f00bb14ce497bd6ead42	implementation-query-model	QM-070,QM-073A,QM-073C,QM-074,QM-075,QM-079,QM-080,AUTH-014,AUTH-015,MCP-080	CONF-003,CONF-020,CONF-015,QM-A35,QM-A37,AUTH-A08,AUTH-A10,MCP-A09	2026-07-23-e2e-final-review	normative	-
pkg/model/types.go	20facc6652c062ce791dfa2b9cc1348ff8288bca87931c70650b97d4e41956a6	implementation-query-model	QM-014,QM-016,QM-070,AUTH-015	CONF-003,CONF-020,AUTH-A10	2026-07-23-e2e-final-review	normative	-
pkg/observability/event.go	76543bd451e3c175235d6c51dae801f708c4c1ba3e5e3484388d6ca1709a8d5c	implementation-observability	OBS-002,OBS-010,OBS-012,OBS-013	CONF-022	2026-07-23-go-runtime-review	normative	-
pkg/observability/exporter.go	f380f780646a002dd33665af37197089a5e5227b23924e55ce8562a5d76b45b0	implementation-observability	OBS-015,OBS-034,OBS-050,OBS-051,OBS-052,OBS-070,OBS-073	CONF-022,OBS-A02,OBS-A07,OBS-A08	2026-07-23-e2e-final-review	normative	-
pkg/observability/fallback_file_other.go	3a055c5f2e6f5dc70bfd99b1d2e535811e62e6bba633dd45618570d995360b8f	implementation-observability	OBS-051	CONF-022,OBS-A02,OBS-A07,OBS-A08	2026-07-23-e2e-final-review	normative	-
pkg/observability/fallback_file_unix.go	5353c2ec51ab982cd4188e5db811632771ebd3420b597c5ce82957c3ecedfde3	implementation-observability	OBS-051	CONF-022,OBS-A02,OBS-A07,OBS-A08	2026-07-23-e2e-final-review	normative	-
pkg/observability/fallback_file_windows.go	435a1450c70add69464d53081aefb1b97713bf8ff1387d4467657578fcf1c214	implementation-observability	OBS-051	CONF-022,OBS-A02,OBS-A07,OBS-A08	2026-07-23-e2e-final-review	normative	-
pkg/observability/health.go	5fe6069211c1dfc356cd2fc4aa0370a970b4fd235def47062990840d4d354a17	implementation-observability	OBS-060,OBS-061,OBS-062	CONF-022	2026-07-23-go-runtime-review	normative	-
pkg/observability/usage.go	25fde6af13a3bbc1b5ef05c1e628138cf617e7b23e5e1864d57992046b65aef0	implementation-observability	OBS-020,OBS-021,OBS-022,OBS-023	CONF-022	2026-07-23-go-runtime-review	normative	-
pkg/permission/bounds.go	8b7c20fe1bdffc9a924872f0a84ec14b8de824d81fd1ecbc4d76744f24841956	implementation-permissions-sandbox	PERM-004	CONF-006,PERM-A01	2026-07-23-e2e-final-review	normative	-
pkg/permission/evaluator.go	d786dfceec2ff84c026590ea5290ecc75db5ac11c2f3890e3fbc2d546888bd4f	implementation-permissions-sandbox	PERM-003,PERM-004,PERM-030,PERM-031,PERM-042	CONF-006,PERM-A01	2026-07-23-e2e-final-review	normative	-
pkg/permission/format.go	89c29c14beef69158179a251a7e31cffa07d161dd7fde1a006fa8b3619608ac2	implementation-permissions-sandbox	PERM-005,AUTH-014	CONF-006,CONF-020,PERM-A02,AUTH-A08	2026-07-23-e2e-final-review	normative	-
pkg/permission/path.go	5a392abed9b2ddbd85b90bfc30d49d4a524921bffa474503d30dafed3af96370	implementation-permissions-sandbox	PATH-001,PATH-004,PATH-030,PATH-032,PERM-004	CONF-006,PERM-A01	2026-07-23-e2e-final-review	normative	-
pkg/permission/rules.go	0ef7b4cfc9b2e056da747c4d9d15952044a376bde39156c95def764eb29233ba	implementation-permissions-sandbox	PERM-020,PERM-022,PERM-023,PERM-004	CONF-006,PERM-A01	2026-07-23-e2e-final-review	normative	-
pkg/permission/shell.go	c63b361c4140f2e6a55c9a6bc62cad364bc96fb2fa7cf500dbc438752295e85a	implementation-permissions-sandbox	SHELL-001,SHELL-004,SHELL-005,SHELL-006,PERM-004	CONF-006,PERM-A01	2026-07-23-e2e-final-review	normative	-
pkg/permission/types.go	66ca614106e6e408a4c0aa419efd8fbcaf2ce2ef44ea6db6f477fb7a2df5ac6e	implementation-permissions-sandbox	PERM-001,PERM-002,PERM-003	CONF-006	2026-07-23-go-runtime-review	normative	-
pkg/platform/fs.go	b53dc0307b22452298aacfdee942d0b2a51d1da7b1a30022689ae4cb37499d3e	implementation-platform-lifecycle	PLAT-010,PLAT-013,PLAT-014,PLAT-015	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/owned_directory.go	5f3dcf9504c110e86a53fe74c05d12dcf716ffabf47bdf941ee61f5995ce0f15	implementation-platform-lifecycle	PLAT-012,PLAT-016,PLAT-018,PLAT-082	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/owned_process_tree_other.go	9400a527c1f972cf1a5ae20dbb5f4791c9b3e635504f6ac978189db5e00cc238	implementation-platform-lifecycle	PLAT-020,PLAT-024	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/owned_process_tree_windows.go	e34641ebfecb07e81a914e0d2c27a80ae427c12104278734f1f9d10c61d508a4	implementation-platform-lifecycle	PLAT-020,PLAT-024	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/owned_process_tree_windows_32.go	395cafcf9f1f351c82861064ea8c60be21fb49c2f1ff6d979e46a783eeba8e8d	implementation-platform-lifecycle	PLAT-020,PLAT-024	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/owned_process_tree_windows_64.go	dc6fd206e7ceb04c5d23abe0243ba060178b4a44ac3b454f3d7404dba9a929fb	implementation-platform-lifecycle	PLAT-020,PLAT-024	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/process.go	e7799ab7c2dc0136ad08f260e344c0dfc7b215670601221d98d9611c698a182a	implementation-platform-lifecycle	PLAT-020,PLAT-024,PLAT-025	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/process_other.go	540202c65d46584ddc6f4a2a1a04cf0c1c2bd55ab306fd54e2d7356aae6385c4	implementation-platform-lifecycle	PLAT-020,PLAT-024,PLAT-025	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/process_unix.go	29c3a1d65c557227ab85099f857ad38d7dc0b6c48555d92e326a1417c19b583b	implementation-platform-lifecycle	PLAT-020,PLAT-024,PLAT-025	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/process_windows.go	5ddd64e229b9e196be4723e1f3f72ac0ba60276c1b43f511818b48c71afe81c6	implementation-platform-lifecycle	PLAT-020,PLAT-024,PLAT-025	CONF-021	2026-07-23-go-runtime-review	normative	-
pkg/platform/profile.go	aca9833555ff337a5334aa5c830d05affb8acbe57965568ef30ac654b7107da3	implementation-platform-lifecycle	PLAT-002,PLAT-003,PLAT-080	CONF-021	2026-07-23-go-runtime-review	normative	-
