path	reviewed_sha256	primary_owner	contract_ids	scenario_ids	review_generation	coverage_class	boundary_reason
cli/transports/SSETransport.ts	0d211ad4342de5f632f558c48db959398c5187dc0901776c6eaa5975adcd0e26	implementation-headless-sdk	HTR-030,HTR-031,HTR-032,HTR-033,RB-CCR-WIRE-001,RB-CCR-WIRE-002,RB-CCR-WIRE-003,RB-CCR-WIRE-040,RB-CCR-WIRE-041,RB-CCR-WIRE-050,RB-CCR-WIRE-051,RB-CCR-WIRE-052,RB-CCR-WIRE-053,RB-CCR-WIRE-061	CONF-010,HTR-A01,HTR-A02,HTR-A04,RB-CCR-WIRE-A03,RB-CCR-WIRE-A04,RB-CCR-WIRE-A05,RB-CCR-WIRE-A06	2026-07-21-r4-wire-contracts	normative	-
cli/transports/SerialBatchEventUploader.ts	a1b0a8da8290f3bc5cffc412b55c07f923f837d25c117897116cd905e8e0c055	implementation-headless-sdk	HTR-022,HTR-023,RB-CCR-WIRE-030,RB-CCR-WIRE-031,RB-CCR-WIRE-060,RB-CCR-WIRE-070,RB-CCR-WIRE-071,RB-CCR-WIRE-072	CONF-010,HTR-A03,HTR-A07,RB-CCR-WIRE-A06,RB-CCR-WIRE-A08	2026-07-21-r4-wire-contracts	normative	-
cli/transports/WebSocketTransport.ts	e94d5c7f5d1ef007b0e31714ed24c8cd2f0fe7f4762a8b60e9ab3605a429138c	implementation-headless-sdk	HTR-010,HTR-011,HTR-012,HTR-013,HTR-014	CONF-010,HTR-A02,HTR-A07	2026-07-21-r2-distributed-headless	normative	-
cli/transports/WorkerStateUploader.ts	e0a0ed660fb6dc843941a2442b36ec2ab89d456df0c3899a9631c49a92faec2e	implementation-headless-sdk	HTR-041,HTR-042,HTR-043,HTR-044,RB-CCR-WIRE-020,RB-CCR-WIRE-021,RB-CCR-WIRE-060,RB-CCR-WIRE-072	CONF-010,HTR-A05,RB-CCR-WIRE-A02,RB-CCR-WIRE-A06,RB-CCR-WIRE-A08	2026-07-21-r4-wire-contracts	normative	-
cli/transports/ccrClient.ts	950f608c14a78d164da41e76049d9bb7a3b4a97a763e8000c47efce92044f28a	implementation-headless-sdk	HTR-040,HTR-041,HTR-042,HTR-043,HTR-044,HTR-045,RB-CCR-WIRE-001,RB-CCR-WIRE-002,RB-CCR-WIRE-003,RB-CCR-WIRE-004,RB-CCR-WIRE-020,RB-CCR-WIRE-021,RB-CCR-WIRE-022,RB-CCR-WIRE-030,RB-CCR-WIRE-031,RB-CCR-WIRE-032,RB-CCR-WIRE-033,RB-CCR-WIRE-050,RB-CCR-WIRE-051,RB-CCR-WIRE-052,RB-CCR-WIRE-053,RB-CCR-WIRE-060,RB-CCR-WIRE-070,RB-CCR-WIRE-071,RB-CCR-WIRE-072	CONF-010,HTR-A01,HTR-A05,HTR-A09,RB-CCR-WIRE-A02,RB-CCR-WIRE-A03,RB-CCR-WIRE-A04,RB-CCR-WIRE-A06,RB-CCR-WIRE-A07,RB-CCR-WIRE-A08	2026-07-21-r4-wire-contracts	normative	-
cli/transports/transportUtils.ts	15f41a02cce8f2647d3ef563e4e6757e4f40415e745cd430bfaf32af24421f41	implementation-headless-sdk	HTR-001,HTR-002,RB-CCR-WIRE-001	CONF-010,RB-CCR-WIRE-A03	2026-07-21-r4-wire-contracts	normative	-
cli/update.ts	257eb285031ea604cac8770ba0cf7198e877ff111f1232e5bb94defc4f3ccce1	implementation-headless-sdk	CLI-UPD-001,CLI-UPD-002,CLI-UPD-003,CLI-UPD-010,CLI-UPD-011,CLI-UPD-012,CLI-UPD-013,CLI-UPD-020,CLI-UPD-021,CLI-UPD-022,CLI-UPD-030,CLI-UPD-031,CLI-UPD-032,CLI-UPD-033,CLI-UPD-040,CLI-UPD-041,CLI-UPD-042,CLI-UPD-043,CLI-UPD-044,CLI-UPD-045,CLI-UPD-050,CLI-UPD-051,CLI-UPD-052,CLI-UPD-053,CLI-UPD-054,CLI-UPD-060,CLI-UPD-061,CLI-UPD-062	CONF-010,CLI-UPD-A01,CLI-UPD-A02,CLI-UPD-A03,CLI-UPD-A04,CLI-UPD-A05,CLI-UPD-A06	2026-07-21-r2-distributed-headless	normative	-
commands.ts	3bfd54c3cfcaed9f10d5dc15334cc49e42d0c9374e92d9a7058897701d95df64	implementation-commands-input	CMDI-002,CMDI-003,CMDI-004,CD-001,CD-003,CD-005,CD-006,CD-007,CD-008,CD-009	CONF-012,CA-001,CA-002,CA-003,CA-004,CA-005	2026-07-21-r2-cap-ext	normative	-
commands/add-dir/add-dir.tsx	c1e36ab954d200747641b677a303a7caa28d29e12fd7d0a785d7cee458651c1d	implementation-commands-input	CD-001,CD-006,CD-009,CC-024	CONF-012,CW-AC-081,CW-AC-082,CW-AC-083,CW-AC-084	2026-07-21-r2-cap-ext	normative	-
commands/add-dir/index.ts	f1af5a9d549d5f5f2938cebd1117857c40ec75a16d621b1964e8ce15646f049a	implementation-commands-input	CD-001,CD-006,CD-009,CC-024	CONF-012,CW-AC-081,CW-AC-082,CW-AC-083,CW-AC-084	2026-07-21-r2-cap-ext	normative	-
commands/add-dir/validation.ts	bdc45be512026fd21860041d8a083a6cdaf3cf5a332db038a11c94c044f56166	implementation-commands-input	CD-001,CD-006,CD-009,CC-024	CONF-012,CW-AC-081,CW-AC-082,CW-AC-083,CW-AC-084	2026-07-21-r2-cap-ext	normative	-
commands/advisor.ts	e3833f3d68facda09d0298ef2e1a3ad70393caf6e55a015b563e9979ccfaeb41	implementation-commands-input	CD-001,CD-006,CD-009,CC-007	CONF-012,CD-A01,CD-A05	2026-07-21-r2-cap-ext	normative	-
commands/agents/agents.tsx	fc3c77e80bc87d35d3c1392c715f026ca92765441254842e6ee8dafc38898d05	implementation-commands-input	CD-001,CD-006,CD-009,CC-025	CONF-012,CW-AC-085,CW-AC-086,CW-AC-087,CW-AC-088	2026-07-21-r2-cap-ext	normative	-
commands/agents/index.ts	9d2f5beec95958bb74ed2e80e57ba7edc23720cf8edda2f8430698040a6b1054	implementation-commands-input	CD-001,CD-006,CD-009,CC-025	CONF-012,CW-AC-085,CW-AC-086,CW-AC-087,CW-AC-088	2026-07-21-r2-cap-ext	normative	-
commands/ant-trace/index.js	866d3056ed253b20df98d66ef89ddf24e1e93f5becf82b0bf0c87df7c694b767	implementation-commands-input	CD-001,CD-006,CD-009,CC-105	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	opaque-optional	External specified build contains a command stub only; cataloged absence, lookup, and disabled behavior are normative, while implementation is unavailable.
commands/autofix-pr/index.js	866d3056ed253b20df98d66ef89ddf24e1e93f5becf82b0bf0c87df7c694b767	implementation-commands-input	CD-001,CD-006,CD-009,CC-111	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	opaque-optional	External specified build contains a command stub only; cataloged absence, lookup, and disabled behavior are normative, while implementation is unavailable.
commands/backfill-sessions/index.js	866d3056ed253b20df98d66ef89ddf24e1e93f5becf82b0bf0c87df7c694b767	implementation-commands-input	CD-001,CD-006,CD-009,CC-085	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	opaque-optional	External specified build contains a command stub only; cataloged absence, lookup, and disabled behavior are normative, while implementation is unavailable.
commands/branch/branch.ts	2057914b1e06d2bfe6c2b2773b849b895e11fd24c39183b31b9bd4343a7352f2	implementation-commands-input	CD-001,CD-006,CD-009,CC-026	CONF-012,CW-AC-013,CW-AC-014,CW-AC-015,CW-AC-016	2026-07-21-r2-cap-ext	normative	-
commands/branch/index.ts	86cdc7b3a149f0207fb5b5b8e092bd42c124bb4ff59be36c0ace298591f81e05	implementation-commands-input	CD-001,CD-006,CD-009,CC-026	CONF-012,CW-AC-013,CW-AC-014,CW-AC-015,CW-AC-016	2026-07-21-r2-cap-ext	normative	-
commands/break-cache/index.js	866d3056ed253b20df98d66ef89ddf24e1e93f5becf82b0bf0c87df7c694b767	implementation-commands-input	CD-001,CD-006,CD-009,CC-086	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	opaque-optional	External specified build contains a command stub only; cataloged absence, lookup, and disabled behavior are normative, while implementation is unavailable.
commands/bridge-kick.ts	1e58bbf40eb8b1f68181b7b9641ce271886a43da23f0d1f24fb68cce40aa67ba	implementation-commands-input	CD-001,CD-006,CD-009,CC-096	CONF-012,CW-AC-121,CW-AC-122,CW-AC-123,CW-AC-124	2026-07-21-r2-cap-ext	normative	-
commands/bridge/bridge.tsx	63f9538294522d80478b7eebc5e8e4c9e98a464c92f0e432a0ccffa0b89ee975	implementation-commands-input	CD-001,CD-006,CD-009,CC-080	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	normative	-
commands/bridge/index.ts	5b4938566823e47c4404a79392584d4eefdf688ba3f297db79ed4ebdc190ddce	implementation-commands-input	CD-001,CD-006,CD-009,CC-080	CONF-012,CA-004,CF-003	2026-07-21-r2-cap-ext	normative	-
commands/brief.ts	5158be570215650941bb513176e0c31d7a9ff0168da20a1019195cb040dc32f9	implementation-commands-input	CD-001,CD-006,CD-009,CC-078	CONF-012,CW-AC-125,CW-AC-126,CW-AC-127,CW-AC-128	2026-07-21-r2-cap-ext	normative	-
commands/btw/btw.tsx	a2aa4f157e68d0e2a084fe9b25819ac394e2b136d79e4e2983de07d9f968866e	implementation-commands-input	CD-001,CD-006,CD-009,CC-027	CONF-012,CD-A01,CD-A05	2026-07-21-r2-cap-ext	normative	-
commands/btw/index.ts	2f7b06beaf60800134d83793bd031441375ce47c7c98ce05910ee473682a783a	implementation-commands-input	CD-001,CD-006,CD-009,CC-027	CONF-012,CD-A01,CD-A05	2026-07-21-r2-cap-ext	normative	-
